,checking_status_A11,checking_status_A12,checking_status_A13,checking_status_A14,credit_history_A30,credit_history_A31,credit_history_A32,credit_history_A33,credit_history_A34,purpose_A40,purpose_A41,purpose_A410,purpose_A42,purpose_A43,purpose_A44,purpose_A45,purpose_A46,purpose_A48,purpose_A49,savings_status_A61,savings_status_A62,savings_status_A63,savings_status_A64,savings_status_A65,employment_A71,employment_A72,employment_A73,employment_A74,employment_A75,personal_status_A91,personal_status_A92,personal_status_A93,personal_status_A94,other_parties_A101,other_parties_A102,other_parties_A103,property_magnitude_A121,property_magnitude_A122,property_magnitude_A123,property_magnitude_A124,other_payment_plans_A141,other_payment_plans_A142,other_payment_plans_A143,housing_A151,housing_A152,housing_A153,job_A171,job_A172,job_A173,job_A174,own_telephone_A191,own_telephone_A192,foreign_worker_A201,foreign_worker_A202,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,prediction,pd_bad
975,-0.023042555422634906,-0.01184048350840385,-0.0054443645924402515,0.06253445005612775,-0.0006664895082940347,-9.01580264326185e-05,0.005445382279913247,0.00018732661155809182,0.018870760230092855,-0.00849262672913028,0.003488535037577094,0.0,0.00040784363134662273,-0.026233327387951703,0.0,-0.00010503320139832794,-0.0004886082847951911,0.0,-0.00036898161430144684,-0.022717042557878812,-0.0006090191207476891,-0.006996690677060542,0.0001418115393607877,0.00397363268607478,0.0003180772878113203,-0.003777079955325462,0.004247454967389786,0.004734117232992503,0.008203478696768797,-0.00018506429179979022,0.022408425642743167,0.003396242455637548,0.0003216020186664537,0.00017796025073039346,-0.00015501552261412143,0.0004873795635649003,0.009413525134514203,0.00015995699979612254,0.00043171197518859116,-0.006633172015226591,-0.001615079878065444,-0.00029430971058900466,-0.005474255753797479,-0.003077251502290892,-0.005741378586881183,-0.0008062827564208419,-2.903091604821384e-05,0.001185426456577261,0.008520398038781423,0.0006130107341959957,0.0014142381218971423,0.0031151543929263427,3.742478089407086e-05,3.020909789483994e-05,0.009198958331580798,-0.002159195010608528,-4.809447995285154e-05,0.003256996609279668,-0.011487392024828296,0.004063715163656525,0.0014769095215160632,0,0.38500629663861224
633,-0.02093074116781281,-0.015237857889769658,0.00019466932282739436,-0.07208341860857218,-0.0009283950040844502,-0.00013672174885869025,0.003657320260481356,-7.246015356940916e-05,0.023122499194760168,-0.008918719381144911,0.003113972060273227,0.0,-0.0017633966797347966,0.010852957296503974,0.0,-8.249681617598981e-05,-0.00028093892251490615,0.0,-0.00048103170527610925,0.016712552539697754,-0.0007663392451104301,0.0003381325119335088,0.0001106679777149111,0.004102998821745132,0.00019577151637349742,0.0272103055549087,-0.0008148130782865337,0.0050530637470183135,0.006474145194260927,-0.0001868196295981761,0.011243947089833456,7.892747485129802e-05,0.0005282463428738993,-0.0022226576996035876,0.003562041011173278,0.0003480660477362108,0.011322822673073461,0.000991492201192159,0.004764774138184293,-0.004760741744494226,-0.0016836728970156401,-0.00027865788055351,-0.007235256294279679,0.013915751380372966,0.017785352898736163,-0.00012930913137097378,4.050421848660335e-06,0.00021398616616352228,-0.0007216124555634451,0.00030135167980915867,0.0010156953579644322,0.003117896868616299,6.9624133684556e-05,2.5636896025389434e-05,-0.022516131244774442,-0.005454497066830299,-0.0020426171323788367,0.004747478138715451,0.011210027876750246,-0.0003582886079675518,0.001953408766130451,0,0.36957420633074145
192,-0.02161952875652787,0.028963045019445417,0.00027711289209037204,0.062362768438306376,-0.0008166461989458185,-7.800322244293056e-05,0.005124710181007686,0.00023811103048501536,0.018005468999826916,-0.007112449489177379,0.003842451433520182,0.0,-0.001095001138983207,0.009081361585867854,0.0,-9.413268533535302e-05,-0.0004695712270040531,0.0,0.006649936904141214,0.024865184352206596,0.00026287743494322056,0.00048530924032093027,0.0001220780131916399,0.005454704444346135,0.00034116019385692196,-0.003839974182174046,-0.0025299256535254245,0.004547556515635733,0.005627540121604397,-0.0002542258669564035,-0.009165180294021412,-0.003798434654886478,0.0005642281924519921,0.00024236610806838144,-0.00016977804043563082,0.0005867338893585838,0.012945924736932284,-0.0003154022567832726,0.0007262405903111358,-0.006674093008641648,-0.0019703164917154936,-0.00012097337323211832,-0.006219615523914399,-0.0031174245623333263,-0.007218927201829501,-0.00030254069570219145,-2.0021566888317466e-06,0.00017194188381836284,-0.0035071069370587794,0.00018442018552377703,-0.0033920305884294066,-0.0066144894683384334,5.596821312792599e-05,3.3614895364735276e-05,0.018391013951832066,-0.002977566265271889,0.0015838624142452318,0.005567501220011764,-0.004766026794723075,0.004600405801156739,-0.01281371722181575,0,0.4621726786991422
998,0.06037243896143082,-0.00899741209223066,0.00018784054038405883,0.06656190662137305,-0.0008098086714744567,-9.789616276975721e-05,0.0012168146985277418,0.00010363384088122984,0.02332386100900294,-0.004806290405886102,0.003604623385617742,0.0,0.0007152898594813451,-0.026715930800219213,0.0,-5.195299308979884e-05,-0.0003682426248269621,0.0,-0.0004336603653428028,0.02293358840498058,-0.0002917005142808193,0.0005504711407775175,0.00010013007871748414,0.005399423683156783,0.0009183434056467376,-0.004231303980086523,-0.0027174949586787987,0.00413277280713146,0.004427514829294523,-0.00014687170703837183,-0.009770380727022712,-0.005702542057397295,0.000509229711824446,0.0005075646249315469,-0.00015467135584913195,0.00048334066043025813,0.00963621211746613,0.0018504522474722762,-0.0007002894895049394,0.03432193699700292,-0.000986894858215237,-0.0002549736784567358,-0.005313448909510044,-0.0012861613210043289,0.012388690361103728,0.001768142712789995,-7.6229555997997525e-06,0.00048564527063717835,0.0014285280690228318,0.0019679333488238624,-0.0016268332725712753,-0.002158107725422269,7.32506786880549e-05,1.9809673976851626e-05,0.052598639549592006,-0.0037953070577532344,0.001795147177099352,-0.002862196887481332,0.007963180618744445,0.0018602455790551176,0.002382825520635379,1,0.5936235959044427
705,-0.020028176752348373,-0.015890596532990457,0.00017931894020875916,-0.08027665151268593,-0.0006398739913856844,-0.00013792487472528593,0.0023466852910314626,8.485437865601852e-06,0.017560419268293118,0.030016233872811427,0.0018605758636113024,0.0,0.00027109171638585396,0.007300501167076163,0.0,-0.00012468759785406292,-0.0004037701307788666,0.0,-0.0004849281354108825,-0.026904867155408282,-0.0004634497611914412,-0.004135039319226053,0.00010729067467764253,0.0038354843390789027,0.00037999209969711954,-0.0031537333824962844,-0.001067744234114798,0.003784583933356771,-0.010862943817446648,-5.981459435133729e-05,0.016295424128093147,0.0016204655263254608,0.0002768305068457266,-2.9229502906673588e-05,-9.398766851518304e-05,0.0003143875428941101,0.009759839038679274,-0.00015957267802150455,0.000387919250097184,0.03505639244533995,-0.0020053847447343287,-0.00022040170573745855,-0.008453782719298033,-0.0033925982662913155,0.01989919743197788,0.012742808589464402,-2.5476375594735147e-06,-0.0007157661693236151,-0.0007943674703756187,0.0006520272558555008,0.0020543196755534155,0.0027857038684032886,4.208237216516864e-05,2.2767592454329134e-05,-0.007167967931400199,0.0009669222829325008,-0.004793692027533325,-0.007696949164301259,-0.003801491350059223,0.0002205418355697475,0.0010834080659333266,0,0.3191919247543618
248,-0.020965969234348448,-0.01049253283897997,-0.0078158712484219,0.06380931656887241,-0.0007781925378367305,-0.00012311615864746273,0.0016274286243606183,0.00013260518448078074,0.018854517452364234,-0.009692786415362207,0.0037351372519333383,0.0,-0.0004269351606035343,0.00943841617563976,0.0,-8.048736490309238e-05,-0.0004676355062838411,0.0,-0.00041498253871395717,0.02142552308784161,-6.513251995784231e-05,0.0004567744486848824,0.00010482596797373845,0.003975285856458868,0.00024115743981383274,-0.0032928259354230247,-0.0026879820195790673,0.0030437805138353725,0.006716715924894743,-0.00027587017408222894,-0.01013732288396568,-0.0028923160375506993,0.0006759973290900234,0.00036651303264079616,-0.00014007721125381068,0.0005316638664226048,-0.015437719032515815,0.000805481978914031,-0.0003873994282912463,-0.005388675183457963,-0.0023860487572528654,-0.00021153333931579255,-0.007042510815081187,-0.003342115619343531,-0.006139493250711894,-0.0002215059115042095,-5.0019007176160815e-08,0.0006654158460878535,-0.00022105243728219647,0.000516768586494436,0.001556941173166706,0.0024510610780453133,7.512867916375398e-05,8.712807786650956e-05,0.0099436965177847,-0.0037406934898808687,-0.0012151093340798979,0.006059485685473192,0.009126900792361994,0.002585398231767613,0.0021792093458861926,0,0.4060264959047249
730,-0.020777447209111413,0.027801061083609965,0.00022325869003907427,0.06330935296329698,-0.0007810470333788544,-5.589381224126555e-05,-0.0005945789802080981,0.0007433301534911152,0.019491381272437137,-0.007803784921525221,0.00378013272627868,0.0,-0.0006650864170660497,-0.02700780262547596,0.0,-8.74615175416693e-05,-0.0003627283973764861,0.0,-0.0003277769919441198,0.022144206711282095,-0.00019289693922473815,0.0004993471449597564,0.00012629290500626667,0.005941310527059613,0.0003086883630749071,0.03565902980877581,1.1258371341682505e-06,0.003503977333057264,0.005777826801358969,-0.00035864541729097255,-0.005704555831225661,-0.0024464587975626274,0.0005405017512384803,0.00015876846002356614,-0.000170640149153769,0.0005442401309846901,0.01311657488497076,0.0006245149407732242,-0.0003036969764798414,-0.006935478790983325,-0.0017837887438508914,-0.0002764222030236851,-0.004945809463897603,-0.003394154792513291,-0.006910636228367366,-0.00010048426553112222,3.923275362467393e-06,0.0004911752154293936,-0.003178465613091248,-1.634669751183537e-05,0.0003104878929843835,0.002435712441938449,8.978524012491107e-05,3.1230836975737474e-05,0.012094394283049042,0.007599860887712567,-0.0025573951361320723,0.006566178276862047,0.003334293510479256,0.004451673938001477,0.001946872942171467,0,0.4972331908801938
190,-0.019205425339659996,-0.014695410928288766,0.00012526712302133092,-0.0656554054372009,-0.0008771319286461221,-0.00013505782466381787,0.007138774996801658,-4.9551615738891996e-05,0.016632309422598156,-0.007241906240797107,0.003293936929439951,0.0,-0.0003566613451584999,0.007293650027113472,0.0,-0.00011097903072368353,-0.0003468494703702163,0.0,0.007851381574109837,-0.029010480568977072,-0.0003010746549261967,0.00019299041976410082,-0.0015337782359574703,0.0033570601274186627,0.00022042696058633738,-0.003877559268967161,0.0034962412092681915,0.004540848278738849,0.006020055253229657,-0.0002017280067957472,-0.007790800416369165,-0.00248040550357473,0.00037733654127805496,-3.1377859704662116e-06,-0.0001336846931371838,0.00029275781722390095,0.010054227760683716,0.002441001901988784,-0.0002605067868171318,-0.004285446374997264,-0.002564820653788047,-0.00035985723457997664,-0.0068154424343811115,-0.004157465650969243,-0.005532431796891615,-0.000506105093008955,-2.85381602589041e-05,0.0015349769844942784,0.00490183322480334,0.0024509593238690288,-0.004392897326597449,-0.0038354565375720994,4.834271501749754e-05,2.617338963318616e-05,0.004294348075372909,0.0022866578740558907,-0.000978629778337563,0.001309311188160791,-0.006593565414641489,-0.0023125041005187088,0.00146133857238965,0,0.2463336785636773
942,-0.020858440571937534,-0.009604567864153068,9.863918690825812e-05,-0.0600755246531935,-0.0007029004427749896,-9.87067393725738e-05,0.003844697008144067,-0.00016572991695284144,0.015420571801305414,-0.008503602871551266,0.0031787691397767047,0.0,0.0027030889300112904,0.008224734247933156,0.0,-0.0001100116822635755,-0.00041425452363910156,0.0,-0.0003745180367332068,-0.03482272825051495,-2.4968338511826004e-05,0.0002899043147772318,9.831915063841734e-05,-0.022956018433064856,0.00023514526008511894,-0.0037447633662668523,-0.00023342690592471628,-0.02053485103260755,0.0037581493629841134,-7.895542963524348e-05,-0.0066521515834028835,-0.0045988918016428215,7.52989246393554e-05,-1.29256235959474e-05,-0.00016972093610092997,0.00025119367826846427,0.007562802442107568,0.0001432639654376544,-0.0014191892321377964,-0.004847929881361779,-0.002600127356708981,0.006948409870128671,0.03447369005963992,-0.0027792390122158396,-0.004824868867472105,-0.0007703198973104009,-1.0988352732965722e-05,0.0001263379134616116,-0.0018385214104455372,0.00026591973359245456,-0.005840752110852918,-0.005560009696155248,5.092367238830775e-05,2.106469444697723e-05,0.003932630121835245,0.003757074363866195,0.0010658350454468746,0.005986407488362602,0.0038135436000266056,0.0026509208704192135,0.0007733834410828422,0,0.23584327973360858
23,-0.016075186001053225,0.03598292668913018,0.00017348372908600142,0.049436315490629566,-0.0008366978466074215,-9.088423175853677e-05,-0.0032463315435325058,-3.4767363758874125e-05,-0.027859851798693852,-0.008381081314328185,-0.04081008099274186,0.0,-0.000397725721468305,0.006840818657760792,0.0,-0.00014170907787047326,-0.000421903437745641,0.0,-0.00030552536185496137,-0.03255122330406266,0.002735910937699373,0.000361860782650183,9.158634682535194e-05,0.004750913666975975,0.0003180423518642783,0.02921286523775052,-0.0005737805789249251,0.003522707036572683,0.005034828103289328,-0.00018907835488789714,-0.007933822646909902,-0.005076451703723705,0.00045698676934989634,6.980493140872568e-05,-0.00012657142884563654,0.0003851161326747388,0.009874983661356964,-0.0005112722601370479,0.000420359186555288,-0.007028927929841302,-0.002116237659320177,-0.0004914327277219854,-0.005499959922235576,-0.0034654784342274068,-0.008612158610321784,-0.0008934713490816648,3.751654294319451e-06,0.00041083618558332094,-0.0050253445203816225,0.0002111587715080532,0.002138697892823984,0.0019393979552387464,0.00010463407728821039,5.575257528107613e-05,-0.011833513475739892,-0.004517087343065214,0.00034589318949656444,-0.007568500576162478,-0.007203653342276084,0.004098670800431137,0.0009097598685730191,0,0.3013905181408713
139,-0.020824734274592627,-0.012545634636280738,-0.008156548791666864,0.06569273131536192,-0.0008175288116035517,-0.00010177719756029546,0.0017791039981830182,0.00017141771742899437,0.019134309489063524,-0.00863283994500307,0.0034987172100591126,0.0,0.0004552103322384937,-0.029897696357368206,0.0,-8.440902805887163e-05,-0.00038319797764415855,0.0,-0.0005347550734950346,0.016335308916682154,-0.0009075533439681749,0.0004345814747648547,0.00011310099653201177,0.004615894825301439,0.00045580894526210615,-0.0036595132619549986,-0.0007632886545252404,0.006081414796317404,0.006212283830518572,-0.0002832770183886169,0.020897431486891948,0.0031548741825554315,0.0007869985089928377,0.0002500380938727176,-0.00015297960926545783,0.0005024142369802575,0.009564714257949162,-5.1152602700312856e-05,0.0011455460184424738,-0.005881877469664687,-0.0010861661787203048,-0.00013440148439258337,-0.005924423579726863,0.012715949641878978,0.01724198286045976,-0.0002918832769137225,-1.5024581225588918e-05,0.0014813455387411522,0.00599669811959302,0.0009667117440039874,-0.00033742562663064747,-0.00886257055223723,3.2292662654072045e-05,1.9774708198383452e-05,-0.01394473009536341,-0.006907409800187452,-0.0018561112980250982,0.006120845572336293,-0.00922094177807594,0.0042888188393771995,0.0020231877096011886,0,0.42123182058296516
